grapherId,slug,chartType,md5,svgFilename
6142,people-living-countries-legalized-sex-marriage,StackedArea,d861853d372e828273581e10a3a965cf,people-living-countries-legalized-sex-marriage_v14_850x600.svg
5357,people-without-clean-cooking-fuels-region,StackedArea,67cfec392841c3d3bbc1dcc2a569896a,people-without-clean-cooking-fuels-region_v3_850x600.svg
5961,number-of-people-living-in-extreme-poverty-by-region-190,StackedArea,7b18b0b4ee3eea85ba45aeb9adc8e702,number-of-people-living-in-extreme-poverty-by-region-190_v18_850x600.svg
6348,share-energy-source-sub-stacked,StackedArea,c7c210ca03ef0dd2df0d5c3510c9dd7b,share-energy-source-sub-stacked_v25_850x600.svg
4685,global-land-use-since-10000bc,StackedArea,ace9a5f3a41e372bf04dc434da6f9eef,global-land-use-since-10000bc_v7_850x600.svg
5905,share-democratizing-autocratizing-countries-ert,StackedArea,cc7e5b6b24614341043cd3ff86b3f214,share-democratizing-autocratizing-countries-ert_v70_850x600.svg
5139,above-or-below-extreme-poverty-line-world-bank,StackedArea,1972531addbb51882a3d642bd18a357f,above-or-below-extreme-poverty-line-world-bank_v18_850x600.svg
6313,electricty-source-wb-stacked,StackedArea,79b92d2514824a919645083e49b10bcf,electricty-source-wb-stacked_v1_850x600.svg
4676,land-use-for-vegetable-oil-crops,StackedArea,5607e5065c942e77bd2f29953455ec0d,land-use-for-vegetable-oil-crops_v4_850x600.svg
6382,people-living-in-countries-by-women-in-parliament,StackedArea,304bf14f128dfacb2d515c837252c701,people-living-in-countries-by-women-in-parliament_v10_850x600.svg
5993,income-share-distribution,StackedArea,6070a06a18206b31c922ab452039ecde,income-share-distribution_v21_850x600.svg
5704,people-living-in-long-standing-democracies-womsuffr-bmr,StackedArea,2742cad3c24783ac8d527dd592c21877,people-living-in-long-standing-democracies-womsuffr-bmr_v56_850x600.svg
4766,cumulative-co2-fuel,StackedArea,c9e0e28301b300dc85ad74dc69ba32a2,cumulative-co2-fuel_v19_850x600.svg
4792,reconstruction-of-historical-global-extreme-poverty-rates-1820-2017-roser-and-hasell-2021-and-world-bank2020,StackedArea,c591d2e02ef8d37d7539209d83b07b68,reconstruction-of-historical-global-extreme-poverty-rates-1820-2017-roser-and-hasell-2021-and-world-bank2020_v8_850x600.svg
6406,active-mobile-money-accounts,StackedArea,f00b1bdcbec0faf9f4a1571199ebadc1,active-mobile-money-accounts_v4_850x600.svg
5042,historical-national-accounts-estimates-of-the-distribution-of-people-living-at-different-income-thresholds-globally,StackedArea,129ffc2d0ca2c44df609fd3055781485,historical-national-accounts-estimates-of-the-distribution-of-people-living-at-different-income-thresholds-globally_v3_850x600.svg
5848,space-objects-by-orbit,StackedArea,8794d24860fa1607402a6553eb155e04,space-objects-by-orbit_v37_850x600.svg
5679,share-long-standing-liberal-democracies-row,StackedArea,6bb5fbabf65bfdb089dd20c705f3cdf2,share-long-standing-liberal-democracies-row_v29_850x600.svg
4555,global-co2-emissions-fossil-land,StackedArea,a422a4cc162997d2a52f3fa2450bdfbb,global-co2-emissions-fossil-land_v12_850x600.svg
5822,people-living-in-democracies-autocracies-bti,StackedArea,bf73cca8ceadf6bdfba7d2e3a61f1f08,people-living-in-democracies-autocracies-bti_v56_850x600.svg
5677,share-long-standing-electoral-democracies,StackedArea,0c428c43090d46a80ea173a20f6e84c5,share-long-standing-electoral-democracies_v25_850x600.svg
5683,people-living-in-long-standing-democracies-bmr,StackedArea,90043bda7608adfdc27ba1cead36bd0a,people-living-in-long-standing-democracies-bmr_v50_850x600.svg
4590,forest-area-primary-planted,StackedArea,daee50eb92f5916552f1544a59481e09,forest-area-primary-planted_v10_850x600.svg
6400,people-living-in-countries-with-universal-suffrage,StackedArea,f5baf9d128d66b6143c95a0622c39e52,people-living-in-countries-with-universal-suffrage_v18_850x600.svg
5847,low-earth-orbits-objects,StackedArea,ccd7a6a88078d86e2a0e92e7295f9b77,low-earth-orbits-objects_v45_850x600.svg
5832,people-living-in-democracies-nondemocracies-eiu,StackedArea,15c03fba6a2c44ba370d3339c7f1be43,people-living-in-democracies-nondemocracies-eiu_v53_850x600.svg
4520,households-actual-and-imputed-rent-as-share-of-gdp-oecd,StackedArea,f398b608938646624e9e898feff56e48,households-actual-and-imputed-rent-as-share-of-gdp-oecd_v4_850x600.svg
6410,share-of-countries-with-woman-chief-executive,StackedArea,7712f26f87e6cc6312cebd93a59634a8,share-of-countries-with-woman-chief-executive_v23_850x600.svg
6417,people-living-in-countries-with-woman-chief-executive,StackedArea,679a143915032d57852dcda0ecb6ae37,people-living-in-countries-with-woman-chief-executive_v25_850x600.svg
5834,share-democracies-nondemocracies-eiu,StackedArea,d9ee774a7366abeac8f33e86fbd38c84,share-democracies-nondemocracies-eiu_v43_850x600.svg
4785,covid-vaccine-doses-by-manufacturer,StackedArea,fe82a50df86ef61e451a81b7b03b5550,covid-vaccine-doses-by-manufacturer_v981_850x600.svg
5802,people-living-in-long-standing-democracies-polity,StackedArea,b9ed3fa71491f514fb0c0cb841d6c60e,people-living-in-long-standing-democracies-polity_v55_850x600.svg
6416,people-living-in-countries-with-woman-head-of-state,StackedArea,a9d94f63451f58ba05c763d776f51f19,people-living-in-countries-with-woman-head-of-state_v35_850x600.svg
6411,share-of-countries-with-woman-head-of-state,StackedArea,e7dc090d921679bcd4f82e990e0d727c,share-of-countries-with-woman-head-of-state_v27_850x600.svg
5776,people-living-in-long-standing-electoral-democracies-lied,StackedArea,d88c4a406d21465a5e5149701a8dc35d,people-living-in-long-standing-electoral-democracies-lied_v49_850x600.svg
5984,world-inequality-database-wid---pretax-income,StackedArea,13b852968e0f3deade8c57e9343f25dd,world-inequality-database-wid---pretax-income_v12_850x600.svg
6196,deaths-by-age-group,StackedArea,929ab36efc4b6abe4a8ac8e4cf5d14d7,deaths-by-age-group_v6_850x600.svg
5770,share-long-standing-electoral-democracies-lied,StackedArea,f41a86469f5419dc4343913b607d5e40,share-long-standing-electoral-democracies-lied_v34_850x600.svg
5777,people-living-in-long-standing-polyarchies-lied,StackedArea,5f0b8fc17682c9124fac974264c7bab2,people-living-in-long-standing-polyarchies-lied_v55_850x600.svg
5998,income-shares-by-quintile-pip,StackedArea,f1b2eae0e809e564a3b2067cbb62fb67,income-shares-by-quintile-pip_v14_850x600.svg
5701,share-democracies-autocracies-amb-row,StackedArea,bfb1f4d7728bb75bf8c579cf4c69a4f5,share-democracies-autocracies-amb-row_v38_850x600.svg
6380,number-of-countries-by-women-in-parliament,StackedArea,6ae26f65bb658627ab627b7261989af1,number-of-countries-by-women-in-parliament_v14_850x600.svg
5962,number-of-people-living-in-extreme-poverty-by-region-cbn,StackedArea,bf4570f9a3c087e038aecf57ba4cecca,number-of-people-living-in-extreme-poverty-by-region-cbn_v17_850x600.svg
5708,share-long-standing-democracies-womsuffr-bmr,StackedArea,949b6ce72c91ffc42288af0172d87db2,share-long-standing-democracies-womsuffr-bmr_v42_850x600.svg
5166,girls-and-boys-of-primary-school-age-who-are-out-of-school,StackedArea,e90097dbf9a09b3b66c1f057fcd1775c,girls-and-boys-of-primary-school-age-who-are-out-of-school_v9_850x600.svg
5132,wild-fish-allocation,StackedArea,eb3633daae5247056b84c6bf6e4937fd,wild-fish-allocation_v5_850x600.svg
5799,people-living-in-democracies-nondemocracies-polity,StackedArea,eea15183d8254267f01ab4e24149b52f,people-living-in-democracies-nondemocracies-polity_v50_850x600.svg
5907,people-living-in-democratizing-autocratizing-countries-ert,StackedArea,8977707bdb82a815e988b3847194f2a7,people-living-in-democratizing-autocratizing-countries-ert_v67_850x600.svg
5352,egg-production-system,StackedArea,391fdfd9f60025efe23bfb0f3834936f,egg-production-system_v2_850x600.svg
5707,share-democracies-nondemocracies-womsuffr-bmr,StackedArea,617e4cdcc3039558e6ecd888f5de4bce,share-democracies-nondemocracies-womsuffr-bmr_v35_850x600.svg
5798,share-democracies-nondemocracies-polity,StackedArea,f21dc47f60e4d9fecb3da0ad82d1f70e,share-democracies-nondemocracies-polity_v41_850x600.svg
5765,people-living-in-democracies-autocracies-lied,StackedArea,779882821183fe6d3ee542346a82ab8d,people-living-in-democracies-autocracies-lied_v47_850x600.svg
4964,electricity-mix-uk,StackedArea,280f0f4efa56131b8f4f189fafb5eda5,electricity-mix-uk_v17_850x600.svg
4707,historical-share-of-population-living-on-less-than-5-per-day-roser-hasell,StackedArea,009ce7530f39cbc7060568e14b98a335,historical-share-of-population-living-on-less-than-5-per-day-roser-hasell_v15_850x600.svg
5681,share-long-standing-democracies-bmr,StackedArea,1e8e1567a635fe818f9954676188ad23,share-long-standing-democracies-bmr_v30_850x600.svg
5675,people-living-in-long-standing-liberal-democracies-row,StackedArea,8df42675196ec90922e7f829e282d93d,people-living-in-long-standing-liberal-democracies-row_v47_850x600.svg
5483,near-earth-asteroids-discovered-over-time,StackedArea,80746a08e8f372591664c8acd4ce2b43,near-earth-asteroids-discovered-over-time_v30_850x600.svg
5821,share-democracies-autocracies-bti,StackedArea,b6a212f6a1e5949a95b6354644a43ab0,share-democracies-autocracies-bti_v41_850x600.svg
5674,people-living-in-long-standing-electoral-democracies-row,StackedArea,5b8f47b8d39fbbc4d10d55b63d86a348,people-living-in-long-standing-electoral-democracies-row_v46_850x600.svg
5680,people-living-in-democracies-nondemocracies-bmr,StackedArea,db90e8e8e422faf3d556d7963c0cea25,people-living-in-democracies-nondemocracies-bmr_v42_850x600.svg
